,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather,Air density,Wind Spd (m/s),PowerProduction,Power (Watts),Power (MW)
474,1,20,18:00:00,-16.5,,-22.4,,61,,33.0,,24,,16.1,,100.9,,,,-27.0,,Snow,1.3695955821108694,6.666672,942614.8561860366,942614.8561860366,0.9426148561860366
475,1,20,19:00:00,-17.4,,-24.0,,57,,33.0,,28,,16.1,,101.04,,,,-29.0,,,1.376322291527578,7.7777840000000005,1504189.1324522502,1504189.1324522502,1.5041891324522503
476,1,20,20:00:00,-18.4,,-26.9,,48,,32.0,,28,,16.1,,101.1,,,,-30.0,,,1.382545432292453,7.7777840000000005,1510990.4323845913,1510990.4323845913,1.5109904323845913
477,1,20,21:00:00,-19.6,,-28.0,,48,,32.0,,26,,16.1,,101.17,,,,-31.0,,,1.3900505179696867,7.222228,1216350.7758007408,1216350.7758007408,1.2163507758007408
478,1,20,22:00:00,-20.6,,-28.1,,52,,33.0,,28,,16.1,,101.23,,,,-33.0,,Snow,1.3963822278738405,7.7777840000000005,1526112.7316233732,1526112.7316233732,1.5261127316233731
479,1,20,23:00:00,-21.0,,-28.3,,53,,34.0,,35,,12.9,,101.27,,,,-35.0,,Snow,1.3991500305178979,9.722230000000001,2986597.023837373,2986597.023837373,2.986597023837373
480,1,21,00:00:00,-20.9,,-28.4,,52,,32.0,,28,,16.1,,101.32,,,,-33.0,,,1.399285890493657,7.7777840000000005,1529286.1582138762,1529286.1582138762,1.5292861582138761
481,1,21,01:00:00,-20.9,,-28.4,,52,,33.0,,22,,16.1,,101.37,,,,-32.0,,,1.399976418469621,6.111116000000001,742159.0223668036,742159.0223668036,0.7421590223668036
482,1,21,02:00:00,-20.9,,-28.4,,52,,33.0,,28,,16.1,,101.39,,,,-33.0,,,1.4002526296600066,7.7777840000000005,1530342.7120144584,1530342.7120144584,1.5303427120144584
483,1,21,03:00:00,-21.0,,-27.8,,55,,32.0,,22,,16.1,,101.48,,,,-32.0,,,1.402051398212267,6.111116000000001,743259.0158502056,743259.0158502056,0.7432590158502056
484,1,21,04:00:00,-20.6,,-27.5,,55,,34.0,,21,,16.1,,101.55,,,,-31.0,,,1.4007963572121753,5.833338,645864.0276476751,645864.0276476751,0.6458640276476751
485,1,21,05:00:00,-20.3,,-27.2,,55,,33.0,,24,,16.1,,101.64,,,,-32.0,,,1.4003743493827223,6.666672,963798.1336910836,963798.1336910836,0.9637981336910837
486,1,21,06:00:00,-20.1,,-26.8,,56,,33.0,,22,,16.1,,101.7,,,,-31.0,,,1.4000935667249386,6.111116000000001,742221.1252947467,742221.1252947467,0.7422211252947467
487,1,21,07:00:00,-20.3,,-27.2,,55,,32.0,,26,,16.1,,101.84,,,,-32.0,,,1.403129906937588,7.222228,1227795.7734554615,1227795.7734554615,1.2277957734554614
488,1,21,08:00:00,-20.4,,-27.7,,53,,32.0,,24,,16.1,,101.96,,,,-32.0,,,1.405339040972573,6.666672,967215.0489543197,967215.0489543197,0.9672150489543196
489,1,21,09:00:00,-19.2,,-26.8,,52,,32.0,,22,,16.1,,102.07,,,,-30.0,,,1.4002073286319316,6.111116000000001,742281.4330431935,742281.4330431935,0.7422814330431935
490,1,21,10:00:00,-17.7,,-25.1,,53,,33.0,,15,,16.1,,102.16,,,,-26.0,,,1.3932127043788043,4.166670000000001,234098.9209384232,234098.9209384232,0.2340989209384232
491,1,21,11:00:00,-16.0,,-23.5,,53,,32.0,,28,,16.1,,102.24,,,,-27.0,,,1.3850860681495807,7.7777840000000005,1513767.105311663,1513767.105311663,1.5137671053116628
492,1,21,12:00:00,-14.5,,-21.5,,56,,31.0,,26,,16.1,,102.24,,,,-25.0,,,1.3770534793143812,7.222228,1204977.838021052,1204977.838021052,1.204977838021052
493,1,21,13:00:00,-13.2,,-20.5,,55,,31.0,,30,,16.1,,102.2,,,,-24.0,,,1.3696308285405467,8.333340000000002,1841092.0201207912,1841092.0201207912,1.8410920201207912
494,1,21,14:00:00,-11.7,,-20.2,,50,,30.0,,28,,16.1,,102.19,,,,-21.0,,,1.3616396892053078,7.7777840000000005,1488142.4470318141,1488142.4470318141,1.488142447031814
495,1,21,15:00:00,-10.8,,-19.5,,49,,28.0,,21,,16.1,,102.22,,,,-19.0,,,1.3573669073828472,5.833338,625840.0468307091,625840.0468307091,0.625840046830709
496,1,21,16:00:00,-10.9,,-18.7,,53,,27.0,,24,,16.1,,102.29,,,,-20.0,,,1.3588143683759832,6.666672,935194.759066157,935194.759066157,0.935194759066157
497,1,21,17:00:00,-11.2,,-19.5,,51,,30.0,,22,,16.1,,102.35,,,,-20.0,,,1.3611685089708951,6.111116000000001,721586.0757130606,721586.0757130606,0.7215860757130605
498,1,21,18:00:00,-11.6,,-19.6,,52,,29.0,,22,,16.1,,102.41,,,,-20.0,,,1.3640493738988735,6.111116000000001,723113.2870791323,723113.2870791323,0.7231132870791322
499,1,21,19:00:00,-12.0,,-20.0,,52,,29.0,,22,,16.1,,102.47,,,,-21.0,,,1.3669390639922445,6.111116000000001,724645.1768640927,724645.1768640927,0.7246451768640927
500,1,21,20:00:00,-12.1,,-19.6,,54,,32.0,,15,,16.1,,102.48,,,,-19.0,,,1.3675961451751084,4.166670000000001,229794.6184805912,229794.6184805912,0.22979461848059118
501,1,21,21:00:00,-12.6,,-19.2,,58,,28.0,,13,,16.1,,102.56,,,,-19.0,,,1.3712902352295575,3.611114,0.0,0.0,0.0
502,1,21,22:00:00,-12.8,,-18.7,,62,,31.0,,9,,16.1,,102.58,,,,-18.0,,,1.372611273523472,2.5000020000000003,0.0,0.0,0.0
503,1,21,23:00:00,-13.1,,-18.4,,65,,32.0,,8,,16.1,,102.62,,,,-18.0,,,1.3747306041429936,2.222224,0.0,0.0,0.0
504,1,22,00:00:00,-13.2,,-17.9,,68,,28.0,,9,,16.1,,102.64,,,,-19.0,,,1.3755274779002125,2.5000020000000003,0.0,0.0,0.0
505,1,22,01:00:00,-13.5,,-17.7,,71,,31.0,,9,,16.1,,102.71,,,,-19.0,,,1.3780559516074407,2.5000020000000003,0.0,0.0,0.0
506,1,22,02:00:00,-13.6,,-17.5,,73,,31.0,,8,,16.1,,102.82,,,,-19.0,,,1.380063326276761,2.222224,0.0,0.0,0.0
507,1,22,03:00:00,-13.1,,-17.3,,71,,32.0,,13,,16.1,,102.87,,,,-20.0,,,1.3780796847416659,3.611114,0.0,0.0,0.0
508,1,22,04:00:00,-13.2,,-17.1,,73,,32.0,,4,,16.1,,102.82,,,,-16.0,,,1.3779397435473484,1.111112,0.0,0.0,0.0
509,1,22,05:00:00,-13.4,,-16.8,,76,,,,0,,16.1,,102.8,,,,,,,1.3787324814720248,0.0,0.0,0.0,0.0
510,1,22,06:00:00,-13.2,,-16.4,,77,,31.0,,9,,16.1,,102.82,,,,-19.0,,,1.3779397435473484,2.5000020000000003,0.0,0.0,0.0
511,1,22,07:00:00,-13.9,,-17.6,,74,,,,0,,16.1,,102.79,,,,,,,1.381257183899599,0.0,0.0,0.0,0.0
512,1,22,08:00:00,-12.4,,-15.3,,79,,7.0,,11,,16.1,,102.73,,,,-18.0,,,1.3725096916880029,3.0555580000000004,0.0,0.0,0.0
513,1,22,09:00:00,-10.9,,-14.2,,77,,6.0,,13,,16.1,,102.7,,,,-17.0,,Snow,1.3642607843602843,3.611114,0.0,0.0,0.0
514,1,22,10:00:00,-9.9,,-12.6,,81,,8.0,,8,,16.1,,102.71,,,,-14.0,,Snow,1.359210742012809,2.222224,0.0,0.0,0.0
515,1,22,11:00:00,-8.1,,-10.4,,84,,14.0,,13,,16.1,,102.65,,,,-14.0,,,1.3491914922337207,3.611114,0.0,0.0,0.0
516,1,22,12:00:00,-7.2,,-11.1,,74,,13.0,,13,,16.1,,102.53,,,,-13.0,,,1.3430538047749538,3.611114,0.0,0.0,0.0
517,1,22,13:00:00,-7.1,,-11.0,,74,,10.0,,11,,16.1,,102.4,,,,-12.0,,,1.3408467453744144,3.0555580000000004,0.0,0.0,0.0
518,1,22,14:00:00,-6.7,,-10.6,,74,,9.0,,17,,16.1,,102.26,,,,-13.0,,,1.3370034028802382,4.722226,327029.9179472148,327029.9179472148,0.3270299179472148
519,1,22,15:00:00,-5.8,,-10.6,,69,,9.0,,21,,16.1,,102.1,,,,-13.0,,,1.330417664167725,5.833338,613414.5813621841,613414.5813621841,0.6134145813621842
520,1,22,16:00:00,-4.3,,-10.2,,64,,10.0,,17,,16.1,,101.94,,,,-10.0,,,1.3209215857654568,4.722226,323096.3188851935,323096.3188851935,0.3230963188851935
521,1,22,17:00:00,-3.6,,-10.3,,60,,11.0,,17,,16.1,,101.76,,,,-9.0,,,1.3151649040180675,4.722226,321688.23932799755,321688.23932799755,0.32168823932799756
522,1,22,18:00:00,-3.1,,-9.8,,60,,10.0,,17,,16.1,,101.66,,,,-9.0,,,1.3114398389712874,4.722226,320777.0915224107,320777.0915224107,0.3207770915224107
523,1,22,19:00:00,-2.3,,-9.1,,60,,10.0,,11,,16.1,,101.5,,,,-6.0,,,1.3055083416355842,3.0555580000000004,0.0,0.0,0.0
524,1,22,20:00:00,-1.2,,-10.1,,51,,13.0,,13,,16.1,,101.44,,,,-5.0,,,1.299459134082271,3.611114,0.0,0.0,0.0
525,1,22,21:00:00,-0.8,,-8.6,,56,,15.0,,9,,16.1,,101.3,,,,-4.0,,,1.295759836990087,2.5000020000000003,0.0,0.0,0.0
526,1,22,22:00:00,-0.2,,-8.0,,56,,17.0,,17,,16.1,,101.2,,,,-5.0,,,1.291635172157451,4.722226,315932.88652700954,315932.88652700954,0.3159328865270095
527,1,22,23:00:00,0.3,,-6.8,,59,,19.0,,17,,16.1,,101.14,,,,,,,1.2885090415873173,4.722226,315168.23759519623,315168.23759519623,0.31516823759519624
528,1,23,00:00:00,1.1,,-5.2,,63,,22.0,,34,,16.1,,101.07,,,,,,Rain,1.2838612122783597,9.444452,2512251.0593616655,2512251.0593616655,2.5122510593616654
529,1,23,01:00:00,1.2,,-2.8,,75,,22.0,,34,,16.1,,100.95,,,,,,,1.2818694799733608,9.444452,2508353.650868173,2508353.650868173,2.508353650868173
530,1,23,02:00:00,0.2,,-1.7,,87,,22.0,,24,,4.8,,100.86,,,,,,Snow,1.2854119539169748,6.666672,884676.045912638,884676.045912638,0.8846760459126379
531,1,23,03:00:00,0.4,,-0.9,,91,,21.0,,21,,6.4,,100.8,,,,,,"Rain,Snow",1.2837080416190119,5.833338,591878.2139995118,591878.2139995118,0.5918782139995118
532,1,23,04:00:00,0.4,,-0.6,,93,,22.0,,21,,4.0,,100.75,,,,,,Snow,1.2830712816777325,5.833338,591584.6236155834,591584.6236155834,0.5915846236155834
533,1,23,05:00:00,0.5,,-0.2,,95,,21.0,,11,,8.1,,100.69,,,,,,Fog,1.2818385758619384,3.0555580000000004,0.0,0.0,0.0
534,1,23,06:00:00,0.7,,0.1,,96,,21.0,,8,,16.1,,100.63,,,,,,Rain,1.28013913991709,2.222224,0.0,0.0,0.0
535,1,23,07:00:00,1.1,,0.5,,96,,21.0,,11,,16.1,,100.51,,,,,,Rain,1.276747704027881,3.0555580000000004,0.0,0.0,0.0
536,1,23,08:00:00,1.7,,1.0,,95,,20.0,,9,,16.1,,100.41,,,,,,Rain,1.2726930560879481,2.5000020000000003,0.0,0.0,0.0
537,1,23,09:00:00,1.9,,1.0,,94,,20.0,,8,,16.1,,100.32,,,,,,Rain,1.2706277121915508,2.222224,0.0,0.0,0.0
538,1,23,10:00:00,2.0,,1.3,,95,,,,0,,16.1,,100.25,,,,,,Rain,1.2692796375924924,0.0,0.0,0.0,0.0
539,1,23,11:00:00,1.8,,1.1,,95,,8.0,,5,,9.7,,100.17,,,,,,"Rain,Fog",1.2691892896616663,1.3888900000000002,0.0,0.0,0.0
540,1,23,12:00:00,2.1,,1.7,,97,,,M,4,,9.7,,100.01,,,,,,"Rain,Fog",1.2657809301009155,1.111112,0.0,0.0,0.0
541,1,23,13:00:00,2.8,,2.4,,97,,11.0,,9,,4.8,,99.78,,,,,,"Rain,Fog",1.2596664137465738,2.5000020000000003,0.0,0.0,0.0
542,1,23,14:00:00,3.1,,2.8,,98,,8.0,,8,,6.4,,99.61,,,,,,"Rain,Fog",1.2561546264426475,2.222224,0.0,0.0,0.0
543,1,23,15:00:00,4.2,,3.9,,98,,16.0,,8,,9.7,,99.52,,,,,,"Rain,Fog",1.2500421176394265,2.222224,0.0,0.0,0.0
544,1,23,16:00:00,3.8,,3.5,,98,,19.0,,5,,4.8,,99.41,,,,,,"Rain,Fog",1.2504638845532898,1.3888900000000002,0.0,0.0,0.0
545,1,23,17:00:00,3.1,,2.8,,98,,23.0,,9,,11.3,,99.35,,,,,,,1.2528758371355992,2.5000020000000003,0.0,0.0,0.0
546,1,23,18:00:00,3.5,,3.2,,98,,22.0,,15,,6.4,,99.32,,,,,,"Rain,Fog",1.250686566418027,4.166670000000001,210150.52095809462,210150.52095809462,0.2101505209580946
547,1,23,19:00:00,3.7,,3.4,,98,,22.0,,18,,4.8,,99.27,,,,,,"Rain,Fog",1.2491538844775516,5.000004000000001,362695.0820244536,362695.0820244536,0.3626950820244536
548,1,23,20:00:00,3.8,,3.5,,98,,22.0,,22,,2.4,,99.33,,,,,,"Rain,Fog",1.2494575762265192,6.111116000000001,662365.5948967625,662365.5948967625,0.6623655948967625
549,1,23,21:00:00,2.6,,2.4,,99,,23.0,,11,,0.6,,99.28,,,,,,Fog,1.2542632458893836,3.0555580000000004,0.0,0.0,0.0
550,1,23,22:00:00,3.1,,3.0,,99,,28.0,,9,,3.6,,99.27,,,,,,Fog,1.2518669788872767,2.5000020000000003,0.0,0.0,0.0
551,1,23,23:00:00,3.1,,3.0,,99,,25.0,,9,,4.8,,99.25,,,,,,Fog,1.251614764325196,2.5000020000000003,0.0,0.0,0.0
552,1,24,00:00:00,2.6,,2.5,,99,,25.0,,11,,6.4,,99.24,,,,,,Fog,1.2537579021158585,3.0555580000000004,0.0,0.0,0.0
553,1,24,01:00:00,3.7,,3.4,,98,,29.0,,17,,11.3,,99.23,,,,,,Rain,1.2486505485716475,4.722226,305418.8834257651,305418.8834257651,0.30541888342576506
554,1,24,02:00:00,3.4,,2.7,,95,,28.0,,17,,12.9,,99.23,,,,,,Rain,1.250005078184996,4.722226,305750.20024018467,305750.20024018467,0.3057502002401847
555,1,24,03:00:00,1.9,,0.7,,92,,30.0,,13,,12.9,,99.23,,,,,,Rain,1.2568220482532655,3.611114,0.0,0.0,0.0
556,1,24,04:00:00,1.2,,0.0,,92,,28.0,,13,,9.7,,99.23,,,,,,"Rain,Fog",1.2600288112704963,3.611114,0.0,0.0,0.0
557,1,24,05:00:00,0.3,,-0.4,,95,,25.0,,11,,2.0,,99.24,,,,,,Snow,1.2643033150793492,3.0555580000000004,0.0,0.0,0.0
558,1,24,06:00:00,0.3,,-0.1,,97,,26.0,,13,,2.0,,99.26,,,,,,Snow,1.2645581122004856,3.611114,0.0,0.0,0.0
559,1,24,07:00:00,0.4,,0.0,,97,,29.0,,17,,16.1,,99.25,,,,,,,1.2639684834393545,4.722226,309165.63752685074,309165.63752685074,0.3091656375268507
560,1,24,08:00:00,0.5,,-1.4,,87,,28.0,,22,,16.1,,99.34,,,,,,,1.2646523401144598,6.111116000000001,670420.6813706444,670420.6813706444,0.6704206813706444
561,1,24,09:00:00,0.0,,-3.4,,78,,29.0,,24,,16.1,,99.34,,,,-6.0,,,1.2669672812459158,6.666672,871981.6252352343,871981.6252352343,0.8719816252352343
562,1,24,10:00:00,-0.1,,-4.0,,75,,29.0,,17,,16.1,,99.37,,,,-5.0,,,1.2678140424152504,4.722226,310106.2580470672,310106.2580470672,0.3101062580470672
563,1,24,11:00:00,-0.2,,-4.8,,71,,30.0,,18,,16.1,,99.33,,,,-5.0,,,1.2677680004980199,5.000004000000001,368099.7390653114,368099.7390653114,0.3680997390653114
564,1,24,12:00:00,-0.3,,-4.2,,75,,29.0,,22,,16.1,,99.36,,,,-6.0,,,1.2686156758112395,6.111116000000001,672521.7348649945,672521.7348649945,0.6725217348649946
565,1,24,13:00:00,-0.1,,-5.5,,67,,30.0,,24,,16.1,,99.37,,,,-6.0,,,1.2678140424152504,6.666672,872564.4028582652,872564.4028582652,0.8725644028582652
566,1,24,14:00:00,0.1,,-5.7,,65,,28.0,,24,,16.1,,99.38,,,,,,,1.267013582499072,6.666672,872013.4917582101,872013.4917582101,0.8720134917582101
567,1,24,15:00:00,-0.1,,-5.9,,65,,27.0,,34,,16.1,,99.43,,,,-7.0,,,1.2685795535609172,9.444452,2482348.0114819272,2482348.0114819272,2.4823480114819274
568,1,24,16:00:00,-0.3,,-4.9,,71,,27.0,,22,,16.1,,99.44,,,,-6.0,,,1.2696371055019087,6.111116000000001,673063.2177433077,673063.2177433077,0.6730632177433077
569,1,24,17:00:00,-0.3,,-6.0,,66,,29.0,,21,,16.1,,99.51,,,,-6.0,,,1.2705308564812443,5.833338,585802.6200544536,585802.6200544536,0.5858026200544536
570,1,24,18:00:00,-0.9,,-5.3,,72,,28.0,,22,,16.1,,99.61,,,,-7.0,,Snow,1.2746105254537425,6.111116000000001,675699.739645089,675699.739645089,0.675699739645089
571,1,24,19:00:00,-1.8,,-4.6,,81,,28.0,,18,,8.1,,99.7,,,,-7.0,,Snow,1.279993549962292,5.000004000000001,371649.4591765311,371649.4591765311,0.37164945917653114
572,1,24,20:00:00,-1.4,,-5.8,,72,,26.0,,28,,16.1,,99.73,,,,-8.0,,Snow,1.2784940614220057,7.7777840000000005,1397272.1977504836,1397272.1977504836,1.3972721977504836
573,1,24,21:00:00,-1.6,,-6.0,,72,,26.0,,28,,16.1,,99.78,,,,-8.0,,Snow,1.2800771381821656,7.7777840000000005,1399002.349818156,1399002.349818156,1.399002349818156
574,1,24,22:00:00,-1.6,,-6.4,,70,,24.0,,28,,16.1,,99.8,,,,-8.0,,,1.2803337180855896,7.7777840000000005,1399282.7672063739,1399282.7672063739,1.399282767206374
575,1,24,23:00:00,-1.9,,-5.6,,76,,24.0,,28,,16.1,,99.78,,,,-9.0,,Snow,1.281492891699049,7.7777840000000005,1400549.6335230242,1400549.6335230242,1.400549633523024
576,1,25,00:00:00,-2.2,,-5.0,,81,,23.0,,34,,16.1,,99.78,,,,-10.0,,Snow,1.2829117803039936,9.444452,2510393.217205066,2510393.217205066,2.5103932172050656
577,1,25,01:00:00,-2.0,,-4.8,,81,,24.0,,34,,11.3,,99.77,,,,-10.0,,Snow,1.281837026505549,9.444452,2508290.14613876,2508290.14613876,2.50829014613876
578,1,25,02:00:00,-2.3,,-6.0,,76,,24.0,,35,,16.1,,99.77,,,,-10.0,,Snow,1.283256820147608,9.722230000000001,2739213.748545054,2739213.748545054,2.739213748545054
579,1,25,03:00:00,-2.3,,-6.3,,74,,24.0,,37,,16.1,,99.79,,,,-10.0,,Snow,1.2835140631705906,10.277786,3236786.1890544635,3236786.1890544635,3.2367861890544636
580,1,25,04:00:00,-2.7,,-7.4,,70,,25.0,,39,,16.1,,99.81,,,,-11.0,,Snow,1.2856700250786806,10.833342000000002,3796920.8879215065,3796920.8879215065,3.7969208879215066
581,1,25,05:00:00,-3.5,,-7.7,,73,,25.0,,41,,16.1,,99.86,,,,-12.0,,Snow,1.2901303317799597,11.388898000000001,4426835.303159053,4000000.0,4.0
582,1,25,06:00:00,-3.7,,-7.9,,73,,25.0,,39,,16.1,,99.89,,,,-12.0,,,1.291475803947405,10.833342000000002,3814066.8761045667,3814066.8761045667,3.8140668761045666
583,1,25,07:00:00,-3.7,,-8.4,,70,,25.0,,34,,16.1,,99.95,,,,-12.0,,,1.2922515427424481,9.444452,2528669.2020668215,2528669.2020668215,2.5286692020668213
584,1,25,08:00:00,-4.3,,-9.6,,67,,26.0,,52,,16.1,,100.04,,,,-14.0,,,1.2963017013927438,14.444456,9074533.967090074,4000000.0,4.0
585,1,25,09:00:00,-4.8,,-9.7,,69,,26.0,,43,,16.1,,100.17,,,,-14.0,,,1.3004046774454079,11.944454,5147449.544489774,4000000.0,4.0
586,1,25,10:00:00,-5.0,,-11.1,,63,,26.0,,48,,16.1,,100.29,,,,-15.0,,,1.3029335850424162,13.333344,7173881.516129443,4000000.0,4.0
587,1,25,11:00:00,-5.1,,-11.9,,59,,26.0,,50,,16.1,,100.4,,,,-15.0,,,1.3048492793485738,13.888900000000001,8120421.4871756295,4000000.0,4.0
588,1,25,12:00:00,-5.3,,-11.5,,62,,25.0,,41,,16.1,,100.49,,,,-15.0,,,1.306994151789702,11.388898000000001,4484700.273795198,4000000.0,4.0
589,1,25,13:00:00,-7.2,,-10.3,,79,,29.0,,39,,4.0,,100.56,,,,-17.0,,Snow,1.3172485185620733,10.833342000000002,3890180.4640004076,3890180.4640004076,3.8901804640004074
590,1,25,14:00:00,-6.7,,-10.3,,76,,28.0,,24,,4.8,,100.61,,,,-14.0,,Snow,1.3154303966729979,6.666672,905336.0352342937,905336.0352342937,0.9053360352342936
591,1,25,15:00:00,-6.4,,-12.2,,64,,27.0,,46,,14.5,,100.67,,,,-17.0,,Snow,1.3147345904848906,12.777788000000001,6371178.796583455,4000000.0,4.0
592,1,25,16:00:00,-6.7,,-13.9,,57,,26.0,,41,,16.1,,100.77,,,,-16.0,,,1.3175223245476393,11.388898000000001,4520825.683526705,4000000.0,4.0
593,1,25,17:00:00,-7.2,,-14.1,,58,,25.0,,39,,16.1,,100.82,,,,-17.0,,,1.320654292376971,10.833342000000002,3900238.6076026354,3900238.6076026354,3.900238607602635
594,1,25,18:00:00,-7.8,,-13.9,,62,,26.0,,37,,16.1,,100.87,,,,-18.0,,,1.3242969464465515,10.277786,3339633.1130775358,3339633.1130775358,3.339633113077536
595,1,25,19:00:00,-8.1,,-13.6,,65,,26.0,,35,,16.1,,100.93,,,,-18.0,,,1.326584484278124,9.722230000000001,2831700.0937686083,2831700.0937686083,2.831700093768608
596,1,25,20:00:00,-8.2,,-13.7,,65,,25.0,,32,,16.1,,100.96,,,,-17.0,,,1.3274796337689332,8.888896,2165638.733793563,2165638.733793563,2.165638733793563
597,1,25,21:00:00,-8.5,,-14.0,,65,,23.0,,45,,16.1,,100.99,,,,-19.0,,,1.329379332613796,12.500010000000001,6031074.214457588,4000000.0,4.0
598,1,25,22:00:00,-8.8,,-14.3,,65,,25.0,,39,,16.1,,100.98,,,,-19.0,,,1.3307562066951153,10.833342000000002,3930072.210886813,3930072.210886813,3.930072210886813
599,1,25,23:00:00,-9.3,,-14.7,,65,,26.0,,41,,16.1,,100.97,,,,-20.0,,,1.3331459772729444,11.388898000000001,4574435.257493743,4000000.0,4.0
600,1,26,00:00:00,-9.6,,-15.2,,64,,25.0,,41,,16.1,,101.0,,,,-20.0,,,1.33506005506594,11.388898000000001,4581003.04908681,4000000.0,4.0
601,1,26,01:00:00,-9.9,,-15.2,,66,,25.0,,32,,16.1,,100.98,,,,-20.0,,,1.3363168214239456,8.888896,2180055.6449059104,2180055.6449059104,2.1800556449059103
602,1,26,02:00:00,-10.3,,-15.3,,67,,26.0,,32,,16.1,,101.01,,,,-20.0,,,1.3387480108389418,8.888896,2184021.866181453,2184021.866181453,2.184021866181453
603,1,26,03:00:00,-10.6,,-15.6,,67,,27.0,,30,,16.1,,101.04,,,,-20.0,,,1.3406757800730453,8.333340000000002,1802169.9196796585,1802169.9196796585,1.8021699196796586
604,1,26,04:00:00,-10.8,,-15.3,,70,,25.0,,28,,16.1,,101.06,,,,-20.0,,,1.3419634089230144,7.7777840000000005,1466638.1473849192,1466638.1473849192,1.4666381473849193
605,1,26,05:00:00,-11.0,,-15.4,,71,,25.0,,30,,16.1,,101.11,,,,-21.0,,,1.3436516727556351,8.333340000000002,1806170.1890635549,1806170.1890635549,1.8061701890635549
606,1,26,06:00:00,-11.0,,-15.1,,72,,25.0,,35,,16.1,,101.15,,,,-22.0,,,1.3441832331048609,9.722230000000001,2869266.0228846865,2869266.0228846865,2.8692660228846867
607,1,26,07:00:00,-11.4,,-15.8,,70,,26.0,,32,,16.1,,101.24,,,,-22.0,,,1.3474352198125148,8.888896,2198194.1033767727,2198194.1033767727,2.198194103376773
608,1,26,08:00:00,-11.4,,-15.7,,71,,25.0,,30,,16.1,,101.29,,,,-21.0,,,1.3481006856460849,8.333340000000002,1812150.6634799712,1812150.6634799712,1.8121506634799713
609,1,26,09:00:00,-11.4,,-15.7,,71,,26.0,,24,,16.1,,101.33,,,,-20.0,,,1.348633058312941,6.666672,928187.5415734802,928187.5415734802,0.9281875415734803
610,1,26,10:00:00,-10.6,,-16.2,,64,,26.0,,21,,16.1,,101.33,,,,-19.0,,,1.3445237212470476,5.833338,619918.4495315809,619918.4495315809,0.6199184495315809
611,1,26,11:00:00,-10.0,,-16.6,,59,,28.0,,13,,16.1,,101.33,,,,-16.0,,,1.3414581151944227,3.611114,0.0,0.0,0.0
612,1,26,12:00:00,-9.7,,-17.4,,54,,27.0,,11,,16.1,,101.28,,,,-15.0,,,1.3392693768513015,3.0555580000000004,0.0,0.0,0.0
613,1,26,13:00:00,-8.4,,-16.6,,52,,24.0,,9,,16.1,,101.21,,,,-13.0,,,1.331772076966057,2.5000020000000003,0.0,0.0,0.0
614,1,26,14:00:00,-8.2,,-17.4,,48,,22.0,,13,,16.1,,101.17,,,,-14.0,,,1.3302408334825968,3.611114,0.0,0.0,0.0
615,1,26,15:00:00,-7.7,,-16.4,,50,,24.0,,17,,16.1,,101.13,,,,-14.0,,,1.3272102478269523,4.722226,324634.52038381214,324634.52038381214,0.32463452038381213
616,1,26,16:00:00,-7.8,,-15.1,,56,,22.0,,22,,16.1,,101.12,,,,-15.0,,,1.327579133782842,6.111116000000001,703779.591601901,703779.591601901,0.703779591601901
617,1,26,17:00:00,-7.6,,-13.5,,63,,23.0,,22,,16.1,,101.07,,,,-15.0,,,1.325923319402524,6.111116000000001,702901.8071153157,702901.8071153157,0.7029018071153157
618,1,26,18:00:00,-7.8,,-13.0,,66,,23.0,,22,,16.1,,101.05,,,,-15.0,,Snow,1.3266601213286806,6.111116000000001,703292.4024067651,703292.4024067651,0.7032924024067652
619,1,26,19:00:00,-7.3,,-12.5,,67,,21.0,,18,,16.1,,101.04,,,,-14.0,,,1.3240339516952344,5.000004000000001,384436.7044610463,384436.7044610463,0.38443670446104633
620,1,26,20:00:00,-7.1,,-11.7,,70,,17.0,,17,,16.1,,100.95,,,,-14.0,,Snow,1.3218601459526087,4.722226,323325.88992467744,323325.88992467744,0.3233258899246774
621,1,26,21:00:00,-6.8,,-10.7,,74,,19.0,,15,,14.5,,100.9,,,,-13.0,,Snow,1.3197173123662649,4.166670000000001,221749.62789077387,221749.62789077387,0.22174962789077388
622,1,26,22:00:00,-6.1,,-9.2,,79,,16.0,,13,,8.1,,100.79,,,,-11.0,,Snow,1.3148230580359235,3.611114,0.0,0.0,0.0
623,1,26,23:00:00,-5.8,,-8.6,,81,,16.0,,11,,8.1,,100.64,,,,-11.0,,Snow,1.3113930824861886,3.0555580000000004,0.0,0.0,0.0
624,1,27,00:00:00,-5.2,,-7.3,,85,,15.0,,8,,11.3,,100.5,,,,-9.0,,Snow,1.3066363899729763,2.222224,0.0,0.0,0.0
625,1,27,01:00:00,-4.0,,-5.9,,87,,21.0,,17,,8.1,,100.33,,,,-10.0,,Snow,1.2986104007975978,4.722226,317639.0216385105,317639.0216385105,0.31763902163851054
626,1,27,02:00:00,-4.1,,-6.1,,86,,22.0,,13,,4.0,,100.13,,,,-9.0,,Snow,1.2965034255600285,3.611114,0.0,0.0,0.0
